cart_value,shipping_cost,has_discount_int,device_encoded,traffic_source_encoded,products_viewed,time_on_page_seconds,actual_abandoned,predicted_abandoned,abandonment_probability
107.53,17.57,0,2,1,13,134,0,1,0.5966956208537444
379.66,23.83,0,1,4,3,222,1,1,0.5704891335734298
293.79,22.66,0,2,3,8,272,1,1,0.6115823712740912
130.75,19.95,0,1,3,7,229,1,1,0.6397874410657195
182.8,15.56,0,1,3,3,140,1,1,0.6492839979926147
152.56,16.65,0,1,1,10,12,1,1,0.6697529465091249
111.86,10.66,0,2,3,2,127,0,1,0.5512345348909795
443.38,15.5,0,1,4,12,233,1,1,0.556933801652971
172.73,4.15,0,1,2,4,261,0,1,0.5095400971168067
160.56,21.12,0,1,1,6,475,0,1,0.6580921151746744
442.97,18.5,0,1,2,8,121,0,1,0.5403662262630382
177.97,4.11,0,2,2,14,596,0,1,0.5272364016826905
226.32,16.34,0,2,3,12,342,1,1,0.6254725179391621
497.51,22.93,0,1,2,13,457,1,1,0.5392823397218404
157.73,1.75,0,1,4,13,335,0,1,0.5159316904414486
59.14,21.09,1,2,3,11,439,1,1,0.5667986441802835
158.2,19.32,0,1,3,4,111,1,1,0.6485917985116193
172.71,20.79,0,0,3,5,474,0,1,0.5684369570723916
132.11,20.51,0,0,4,1,57,1,1,0.5922971779190216
121.09,2.98,0,1,0,6,542,1,1,0.5113266910163291
474.6,11.48,0,1,4,10,19,0,1,0.516222503829229
82.71,14.94,0,1,0,7,344,1,1,0.6135615265489387
64.52,19.39,1,0,3,12,170,1,1,0.5035789930534851
461.61,22.87,0,1,0,11,380,1,1,0.5475355024750147
166.26,16.11,0,0,2,3,374,1,1,0.5424981276211912
374.89,18.63,0,1,2,14,178,0,1,0.5577776835895071
145.76,6.65,0,2,3,2,239,1,1,0.5068952180424556
184.58,20.56,0,0,4,9,198,1,1,0.5909765290037172
81.55,15.47,0,1,3,8,530,1,1,0.6392980221938441
25.27,21.73,1,1,1,14,193,0,1,0.5145890519070968
333.26,19.04,0,1,0,12,36,0,1,0.5295664384102579
378.84,21.81,0,1,2,5,362,1,1,0.5899613249248804
33.97,24.2,0,0,3,1,287,1,1,0.5805840683033121
445.09,15.63,0,1,2,10,360,0,1,0.5530987648508132
37.22,0.47,0,1,2,6,540,1,1,0.5257447329554329
118.18,1.53,0,1,2,10,359,1,1,0.5443492421249381
470.73,14.04,0,2,2,13,122,1,1,0.50471143259791
158.62,17.9,1,1,3,4,585,0,1,0.5466054337072067
241.94,24.41,0,1,4,3,483,1,1,0.6115981314430425
263.75,19.77,0,1,0,8,515,0,1,0.6355645066103328
170.82,2.27,0,1,2,1,141,0,1,0.5130367280199095
498.51,18.94,0,0,3,7,597,0,1,0.5095923149285045
223.85,21.9,0,1,3,11,144,1,1,0.6189063454627579
402.33,24.64,1,1,3,10,591,1,1,0.5086555561891033
142.63,6.82,0,2,3,3,550,1,1,0.5330498465127481
164.69,23.53,0,0,2,5,227,0,1,0.5738834625806216
137.75,20.73,1,1,2,14,35,1,1,0.5552073099396161
264.38,14.05,0,1,2,6,330,1,1,0.5921513006614394
231.88,22.92,0,0,0,10,503,0,1,0.5238887086969836
400.5,16.56,0,1,0,2,76,0,1,0.5476133942293376
132.4,12.06,0,0,1,4,335,0,1,0.5195617040658259
156.01,8.43,0,1,2,14,334,1,1,0.5024668853191049
278.02,20.13,0,0,2,11,321,1,1,0.539848482885198
245.54,16.87,0,2,0,8,329,0,1,0.5917317751707918
88.61,0.16,0,1,4,8,307,0,1,0.5238285274304468
61.5,14.15,0,0,1,3,253,1,1,0.5366506637495498
137.07,18.51,0,0,4,2,335,1,1,0.5601848813250621
23.39,15.2,0,0,1,6,28,1,1,0.5359087445166922
475.03,15.15,0,1,2,10,25,0,1,0.5443160420028252
270.44,8.02,0,1,1,14,566,1,1,0.5225394664571492
27.25,22.46,0,2,2,7,209,1,1,0.6208240541291912
178.25,13.89,0,2,3,11,158,0,1,0.5494443187850826
225.42,24.6,0,0,1,5,11,1,1,0.565094528728504
115.39,14.69,0,2,0,5,169,0,1,0.5116792428134483
195.19,2.3,0,1,0,12,317,1,1,0.5338309476184377
201.23,10.76,0,1,4,13,299,1,1,0.5928067823645082
275.14,23.45,0,1,4,8,284,0,1,0.6027900092580687
359.38,19.87,0,1,3,3,516,1,1,0.5218775407609623
281.84,23.71,1,1,4,10,506,0,1,0.5811519943302745
397.41,14.26,0,1,1,9,244,1,1,0.5110955232395689
167.41,18.85,0,1,3,2,281,1,1,0.6477786171101824
228.09,14.44,0,2,3,2,272,1,1,0.524121614670518
239.31,15.21,0,0,0,12,532,0,1,0.5258714756142251
267.37,20.79,0,1,3,13,515,0,1,0.5880178154675948
176.84,22.09,1,1,3,7,31,1,1,0.5600431974038148
435.97,21.99,0,1,2,8,536,1,1,0.5272909174243275
132.4,22.12,0,0,1,8,550,1,1,0.5784258622069945
163.32,15.71,0,0,3,10,482,1,1,0.5527042839968935
163.5,19.5,0,0,4,4,396,1,1,0.5555221106272681
145.41,16.06,0,1,3,13,201,0,1,0.625238252092314
63.81,11.03,0,1,4,11,410,1,1,0.611002982375559
90.59,20.34,0,1,4,4,126,0,1,0.6411089602235976
140.03,22.26,1,1,2,2,509,0,1,0.5573906037489537
282.17,17.26,0,1,3,10,11,0,1,0.6292757327387178
90.56,20.38,0,0,2,7,45,1,1,0.6238989022700391
71.72,23.08,1,1,3,12,310,0,1,0.5515658787338968
238.93,20.17,0,0,1,9,394,0,1,0.5509831083233481
36.26,22.51,0,0,4,14,142,1,1,0.6639531300578336
272.75,20.93,0,1,2,7,271,1,1,0.6350008707788786
127.18,24.65,0,1,0,3,477,0,1,0.6164483943264901
205.05,14.89,0,0,2,10,327,0,1,0.5054955201480018
258.37,16.68,1,1,4,8,360,1,1,0.5222645626988001
176.77,7.78,0,2,3,5,372,1,1,0.504803793370682
145.25,12.93,0,1,3,1,83,1,1,0.6083794670502874
377.87,17.9,0,1,3,13,379,1,1,0.5570558255126973
24.84,24.28,0,1,4,14,166,1,1,0.6785356818479444
23.68,18.99,0,1,3,14,505,1,1,0.6672190536786842
472.7,19.2,0,1,4,12,552,0,1,0.5250689226039548
269.8,21.04,0,1,3,3,496,0,1,0.6313862789125967
182.34,16.46,0,1,2,7,458,1,1,0.6543177472255415
166.84,23.69,0,0,3,3,513,1,1,0.5685006015790811
382.05,12.15,0,1,2,13,127,1,1,0.5056029646897425
421.23,22.3,0,2,1,6,436,0,1,0.5418658388405186
263.53,4.18,0,1,0,1,278,1,1,0.519708107344059
44.01,16.92,1,2,3,8,256,1,1,0.5301621401633734
295.93,14.86,0,0,2,1,470,0,1,0.5142869637044108
460.61,20.73,0,1,2,12,375,0,1,0.510929559081324
259.25,14.79,0,1,3,13,43,1,1,0.5789302270187169
238.28,17.73,0,0,2,4,462,1,1,0.5759013832287896
499.1,22.99,0,0,4,10,320,1,1,0.5072139590567165
287.53,15.44,0,1,2,12,50,1,1,0.6269491111448824
47.04,14.15,0,1,3,3,205,1,1,0.6041168912917062
281.06,18.64,0,1,2,5,222,0,1,0.6253873557210086
256.1,9.15,0,1,2,2,477,0,1,0.5026803485643666
38.72,19.08,0,0,1,8,207,0,1,0.6010941786398312
75.3,23.22,1,1,2,5,436,1,1,0.5530135140883287
80.9,14.81,0,1,2,6,213,1,1,0.5960423376771362
25.34,18.26,0,0,2,8,570,0,1,0.6045502186328061
479.18,19.46,0,2,3,5,447,0,1,0.5071437465177661
160.31,14.48,0,1,0,5,332,1,1,0.6130498664968259
263.48,15.85,0,0,3,1,572,1,1,0.5575833516927552
73.14,11.33,0,0,0,6,476,1,1,0.5145115385084152
444.4,11.66,0,1,2,12,597,0,1,0.5492894965202987
253.34,14.63,0,0,2,3,530,0,1,0.5491064223194054
168.69,18.61,0,1,1,9,543,1,1,0.6623501470576216
128.52,23.03,1,1,4,9,255,1,1,0.5765739683720976
395.5,12.05,0,1,4,14,353,0,1,0.5014882853576396
493.03,15.76,0,0,4,5,515,1,1,0.5236476003753999
279.95,15.55,0,0,3,5,213,1,1,0.5488789809628568
189.86,18.03,1,2,4,12,420,1,1,0.546272174053319
277.13,9.85,0,1,1,9,195,1,1,0.5314541763686752
320.74,23.3,0,1,3,8,308,1,1,0.5634361703555151
396.74,22.39,0,2,2,6,58,1,1,0.5653537042624497
252.25,4.95,0,2,4,12,102,0,1,0.5626611047258319
202.03,17.65,0,1,2,14,407,1,1,0.6350602751010346
20.25,19.97,0,1,2,7,494,1,1,0.6072357270689842
100.41,0.31,0,1,3,12,263,1,1,0.52497085596977
30.91,22.08,1,1,3,7,147,1,1,0.5798576879121196
290.98,0.32,0,1,4,3,267,1,1,0.509666186823909
233.73,24.58,0,0,3,7,10,1,1,0.5140584199481012
63.13,12.6,0,2,3,12,300,0,1,0.5114210962440767
442.9,14.13,0,1,2,11,336,0,1,0.5284109742562374
111.1,23.83,0,0,3,2,269,1,1,0.599224818981415
243.62,1.89,0,1,2,2,339,1,1,0.5358028341182889
56.7,15.98,0,1,4,4,59,0,1,0.6292340306043227
173.72,4.92,0,1,3,8,276,1,1,0.5119129193881142
258.53,2.74,0,2,1,8,557,1,1,0.5034231422299627
401.4,21.61,0,2,4,13,97,0,1,0.5738148391161717
176.66,17.12,0,1,0,5,261,1,1,0.6574304206877559
86.3,17.14,0,0,3,4,552,1,1,0.5787757932140954
40.37,22.24,0,1,0,8,112,1,1,0.6405662813163074
21.87,23.21,1,1,4,10,439,0,1,0.571201161347046
249.69,16.34,1,1,2,3,122,0,1,0.5248202725452787
277.38,2.22,0,1,2,11,593,0,1,0.5208363928705636
183.53,13.5,0,1,0,2,418,0,1,0.5852380369176591
104.12,22.78,1,1,2,12,205,1,1,0.5332657857805968
40.67,12.55,0,0,3,1,532,0,1,0.5211136856206181
445.98,15.82,0,1,3,7,542,0,1,0.5192591080972562
442.53,19.86,0,2,2,5,437,1,1,0.5072668170704036
280.54,24.96,0,0,2,5,235,1,1,0.5555608345322374
36.51,22.66,0,0,4,4,452,1,1,0.5521072384451164
428.54,10.71,0,1,3,10,141,1,1,0.5046442213421554
89.32,10.51,1,1,3,8,342,1,1,0.5143492098392584
310.71,21.93,0,1,0,14,443,1,1,0.5524716463375577
87.21,24.62,0,2,2,13,530,1,1,0.5921419699941977
108.92,24.31,0,0,2,14,248,0,1,0.6196964036957339
174.02,16.4,0,1,2,4,90,1,1,0.6439010441034018
79.8,12.41,0,1,2,6,578,1,1,0.5968764782462532
290.05,16.38,0,0,4,7,377,1,1,0.5321624779993192
159.34,17.3,0,1,2,5,179,0,1,0.6414268818464112
483.24,15.35,0,1,1,7,52,0,1,0.550288710383039
124.79,13.98,0,1,3,6,591,0,1,0.6135562027257769
243.18,16.07,1,1,4,7,555,1,1,0.528178923678279
200.19,19.84,1,2,3,6,525,1,1,0.5215751802380045
278.9,22.16,0,2,2,1,76,1,1,0.5857920600063155
112.99,22.07,0,2,3,4,287,1,1,0.5822016741268197
269.54,4.69,0,1,0,1,267,0,1,0.5298439265776991
210.42,20.79,1,1,3,10,354,1,1,0.5317591519037325
214.88,9.3,0,1,3,1,586,1,1,0.5406017502523933
227.4,18.02,0,2,2,6,25,1,1,0.6220205762281129
271.88,22.06,0,0,0,9,314,1,1,0.5504147670146962
291.44,21.32,1,0,0,14,162,0,1,0.5016772196618052
92.2,19.41,0,1,2,12,520,1,1,0.6448814626355961
217.43,13.53,0,1,3,6,209,1,1,0.5800646676736666
61.94,19.02,0,1,4,14,132,0,1,0.6556471809075766
98.72,22.92,0,0,4,11,495,0,1,0.5851762485738727
272.49,20.73,0,1,3,7,256,1,1,0.6338696973504541
272.76,18.45,0,0,0,6,252,1,1,0.5830953476674972
54.83,20.86,0,0,2,9,258,0,1,0.5733896402985199
224.91,8.21,0,2,4,11,397,0,1,0.5496153459425722
252.0,21.66,0,1,2,4,473,1,1,0.6184800976456183
345.0,22.69,1,1,4,2,101,1,1,0.5258273474636451
70.57,24.85,1,1,3,13,303,1,1,0.536324117148583
421.16,14.99,0,1,0,12,541,1,1,0.5412310121259791
234.63,15.73,0,0,0,4,291,1,1,0.5143447703669033
136.03,9.8,0,1,2,6,15,0,1,0.524589043517352
180.22,23.68,0,1,3,6,73,1,1,0.6410354696011098
196.99,18.33,0,1,4,5,421,1,1,0.6226000693138798
154.48,15.84,0,0,3,5,397,0,1,0.5546999235839694
401.22,23.28,0,1,0,7,169,0,1,0.6031450402017379
30.12,21.86,0,1,3,9,88,1,1,0.6516591491990466
106.4,23.28,0,1,4,8,539,1,1,0.640328544304227
195.14,15.0,1,2,4,11,140,0,1,0.5280276373608005
314.37,17.11,0,1,2,7,80,1,1,0.5205445617106128
174.24,11.76,0,1,3,5,349,1,1,0.604041108943638
95.27,16.92,0,0,4,11,376,1,1,0.5839658698024393
272.52,18.42,0,0,3,3,319,0,1,0.556384897910354
273.49,24.92,0,0,4,8,468,0,1,0.519123243290045
28.48,16.27,0,0,4,8,227,0,1,0.5742910368184119
64.4,24.16,0,1,2,7,447,0,1,0.6347692513712953
198.24,21.64,0,0,2,6,443,1,1,0.563863010530584
148.21,1.32,0,1,3,12,159,1,1,0.544078425134842
144.9,10.74,0,1,2,12,97,1,1,0.6009303696582518
74.61,23.32,0,0,4,6,577,1,1,0.5536623521371676
255.77,24.74,0,1,4,12,308,1,1,0.5812257510163037
54.56,12.96,0,1,4,8,194,1,1,0.5803332582049198
307.57,17.64,0,1,2,7,487,0,1,0.5661970189568698
387.01,24.47,0,1,2,14,209,1,1,0.5843938392255622
240.24,22.75,0,1,4,6,22,1,1,0.6376611816851553
32.66,23.2,0,1,3,13,169,1,1,0.6385069639911989
494.25,13.31,0,1,2,5,423,1,1,0.5077817607158197
373.16,20.97,0,1,1,12,362,0,1,0.54830230376499
389.49,21.26,0,1,3,8,323,0,1,0.5824395802862943
120.38,14.49,0,0,4,2,214,0,1,0.5614751586750616
53.25,3.45,0,2,4,11,373,1,1,0.5139850647341934
422.4,23.99,0,1,3,4,545,0,1,0.5400140324116449
53.13,10.17,0,0,3,4,98,1,1,0.5150896420724008
27.13,22.34,0,0,3,3,82,1,1,0.6522517949256442
89.55,20.48,0,2,2,3,548,1,1,0.6140871205868461
356.12,10.82,0,1,0,2,495,0,1,0.5158451724651286
165.0,24.99,0,0,2,3,80,1,1,0.6027065264647014
408.35,10.76,0,1,3,7,19,1,1,0.5021504005218929
301.26,14.34,0,1,2,9,288,0,1,0.5091756617886898
396.79,17.57,0,1,2,13,371,0,1,0.549895976467798
26.97,18.82,0,0,2,12,441,1,1,0.5661489850971281
36.06,19.71,0,2,2,9,34,1,1,0.6184063709292399
282.98,4.49,0,1,2,11,324,1,1,0.5431318585535186
240.71,11.44,0,1,3,2,360,1,1,0.6192959977586839
427.96,23.41,1,2,2,10,229,0,1,0.5075997734775297
262.62,16.16,0,0,3,2,318,1,1,0.5354727695803443
108.11,22.44,1,2,2,5,435,0,1,0.5481856952263258
449.69,17.08,0,1,0,4,318,0,1,0.5390651638928214
299.14,13.59,0,0,0,13,125,0,1,0.5257209135518565
218.61,24.64,0,1,1,8,527,0,1,0.6119617449894323
202.04,20.33,1,1,4,6,189,0,1,0.506951090379611
307.95,16.28,0,1,2,4,476,1,1,0.5738194643227243
202.32,15.06,0,1,4,1,104,1,1,0.6717694461021521
226.86,11.48,0,1,1,13,585,1,1,0.5746179885951606
300.82,24.82,0,1,1,3,86,0,1,0.5604202714771046
267.54,4.07,0,1,2,5,254,1,1,0.5125818326310039
226.92,10.39,0,1,3,14,441,0,1,0.5641803141128201
91.07,23.46,0,0,0,12,280,1,1,0.5734918847815035
138.97,10.93,0,1,4,4,143,0,1,0.611797214540901
491.56,23.76,0,1,4,6,216,1,1,0.5988121549934693
95.0,24.39,0,1,0,3,197,1,1,0.6347829012233723
114.97,23.52,0,0,2,1,295,0,1,0.5715629144622781
196.66,5.23,0,1,3,10,25,0,1,0.5110304346114336
108.08,7.22,0,1,2,3,541,0,1,0.5248231147845208
31.14,15.03,0,0,2,5,231,1,1,0.5404564085107361
130.75,22.58,0,0,0,3,329,0,1,0.5582395523784623
165.94,17.58,0,0,4,2,374,1,1,0.5384258613121016
424.84,15.51,0,1,0,2,482,1,1,0.5663488485683321
51.61,12.33,0,0,1,13,103,1,1,0.51531183467488
166.38,10.1,0,1,3,14,327,1,1,0.5409951170139548
346.54,23.14,1,2,4,13,30,1,1,0.5344406086518592
317.96,19.85,0,2,3,7,75,1,1,0.5113847577222459
294.62,11.18,0,0,3,11,117,0,1,0.5356030870837746
277.02,20.01,0,1,3,3,117,0,1,0.6379339680512942
146.58,21.0,0,1,0,5,104,1,1,0.6458028784207619
62.13,24.55,0,0,2,12,392,1,1,0.5950397438717746
37.34,1.42,0,1,3,2,542,1,1,0.5111865344150062
476.35,18.24,0,1,2,13,157,1,1,0.5195158418669725
243.76,18.3,0,1,2,2,167,1,1,0.6236213274426365
33.48,12.68,0,1,0,14,140,0,1,0.5535159328374762
58.89,18.7,1,1,4,12,505,1,1,0.5142784967235507
490.6,17.61,0,1,4,7,279,1,1,0.5339482332195495
275.46,24.32,0,1,1,5,324,0,1,0.6431137510805925
396.23,20.22,0,1,0,9,187,1,1,0.5345009627004039
207.62,2.24,0,2,4,8,179,0,1,0.5423581214028466
480.11,14.68,0,1,2,3,320,1,1,0.5204706992723334
318.0,15.32,0,1,3,11,534,1,1,0.5471365956457013
296.49,10.19,0,2,2,4,382,1,1,0.5309318415075317
176.64,22.19,1,1,2,1,57,1,1,0.5245640607491068
128.04,14.5,0,1,2,2,400,1,1,0.6282026293475849
93.8,20.21,0,1,3,14,184,1,1,0.6361223760480762
64.42,8.85,0,1,1,11,382,0,1,0.5120614816766781
204.27,9.42,0,1,3,14,314,0,1,0.513913653859843
453.88,17.3,0,1,2,8,314,0,1,0.5303041174805585
26.16,13.6,0,0,1,11,403,1,1,0.5086463434577727
281.97,9.3,0,2,4,14,586,1,1,0.5234846268305359
186.28,9.97,0,1,2,9,383,1,1,0.5182001855976494
325.11,21.92,0,1,3,1,401,1,1,0.5730082404412329
139.81,12.8,0,1,4,7,513,1,1,0.6058080889451949
235.46,20.69,0,1,3,6,169,0,1,0.6144624247600678
223.63,14.72,0,0,2,6,493,1,1,0.5344892755721957
224.33,12.44,0,0,0,7,377,1,1,0.5015574433748572
184.98,22.34,0,1,4,6,420,1,1,0.6296918707868947
118.05,9.08,0,1,3,3,495,0,1,0.5015639922969389
252.61,2.59,0,1,4,5,235,1,1,0.5025645093277816
80.35,22.42,0,1,2,12,56,0,1,0.6374933984703224
482.38,22.43,0,1,3,4,363,0,1,0.576433960540371
57.83,18.89,1,0,0,13,26,1,1,0.5446462937744726
80.86,15.5,0,1,3,6,82,0,1,0.625946922170842
260.22,24.33,0,2,3,10,157,1,1,0.5957661229076117
172.78,18.15,0,0,1,10,368,0,1,0.5499032232435744
351.48,16.11,0,1,3,4,92,1,1,0.5556303558617711
164.2,18.9,0,1,2,9,536,1,1,0.6459238656648931
159.52,7.76,0,2,3,7,240,1,1,0.5036644526405124
290.4,20.3,1,1,3,11,478,1,1,0.532070806550867
261.76,1.53,0,1,3,10,319,0,1,0.5514537416820106
56.61,17.35,0,0,2,4,494,1,1,0.5620815323695393
145.16,13.17,1,1,1,4,235,1,1,0.5096449147393716
265.32,0.04,0,1,0,2,383,1,1,0.5596524843884034
236.63,24.92,0,1,2,13,260,0,1,0.5766883731640471
167.39,20.68,0,0,0,5,67,1,1,0.5487382967629075
263.92,5.72,0,1,4,1,234,1,1,0.5016187361532913
276.95,9.17,0,1,0,11,308,1,1,0.5357665420638187
166.53,21.55,0,1,3,5,126,0,1,0.6299991806427991
102.22,22.21,0,0,3,11,343,1,1,0.5940683649960095
47.02,22.55,1,1,2,9,176,1,1,0.5478559852540892
118.73,18.67,0,0,2,11,421,0,1,0.6033399632022598
273.65,10.46,0,2,3,11,300,1,1,0.5513556701509758
195.48,13.67,0,1,3,2,33,0,1,0.5795998887711904
359.69,14.9,0,0,3,1,242,1,1,0.5171388829402147
233.93,23.17,0,0,4,8,128,1,1,0.6020618064264649
87.07,17.4,0,0,2,9,592,0,1,0.571378673260466
73.12,4.11,0,1,4,7,579,1,1,0.5026014084911206
74.57,11.58,0,2,0,3,491,1,1,0.5186156650083137
65.53,16.2,0,1,0,6,323,1,1,0.6396064234838353
223.84,13.47,0,0,2,10,167,0,1,0.5235739798379195
28.98,15.66,0,1,0,2,339,1,1,0.6442855276856899
84.89,10.05,0,0,2,1,202,0,1,0.5134744330651382
280.78,1.39,0,1,2,9,554,1,1,0.5494323932319891
39.42,15.96,0,0,2,2,242,1,1,0.5559855719477707
48.6,12.0,0,0,1,11,123,1,1,0.5173918808917723
265.42,11.61,0,1,3,10,165,1,1,0.58891369872393
127.95,8.26,0,1,2,3,534,1,1,0.5157115528323726
299.43,16.81,1,1,2,4,106,1,1,0.5022261816217057
138.59,21.18,0,0,3,9,357,0,1,0.5613346495895183
281.58,24.49,0,2,2,8,511,1,1,0.6215774086815579
291.41,23.19,1,1,4,12,195,1,1,0.5851417400994773
177.33,10.72,0,1,0,13,15,0,1,0.6157480691631616
125.57,24.28,0,1,4,14,498,1,1,0.6119708553870249
74.4,14.45,0,2,3,13,261,1,1,0.5071965947815158
172.83,19.55,0,0,2,6,266,1,1,0.5851812270507237
102.69,18.2,0,1,4,7,442,1,1,0.6324732312626947
170.48,19.84,0,0,4,5,499,1,1,0.5680059633005178
235.4,2.7,0,1,3,14,190,0,1,0.5025007553716635
166.15,10.1,0,2,3,11,409,0,1,0.5607380184194004
56.88,19.23,0,1,3,1,141,1,1,0.6542053984690824
301.09,17.62,0,0,3,10,54,1,1,0.5065716020980934
348.54,22.79,0,2,1,1,190,0,1,0.5364266372564184
361.95,13.52,0,1,3,9,20,0,1,0.5085112305579894
450.07,17.05,0,1,1,3,429,1,1,0.5462999735541495
465.84,20.07,0,1,2,8,89,0,1,0.5296152365892575
51.6,10.68,0,1,0,12,196,1,1,0.6029303072386873
68.1,11.06,0,0,2,13,345,0,1,0.5082558686787637
238.12,13.85,0,1,4,2,233,0,1,0.605909431611834
298.23,20.36,1,1,3,12,159,0,1,0.5442006339057772
405.22,14.41,0,1,0,5,489,1,1,0.519556277746617
229.26,13.97,1,1,2,8,263,0,1,0.5061286520309705
373.72,17.35,0,1,1,13,120,0,1,0.5465753085151224
407.2,17.89,0,1,2,8,503,1,1,0.5511090448504801
54.55,17.35,0,1,3,4,575,1,1,0.6216679767579799
182.47,12.01,0,2,3,9,226,0,1,0.540089354152691
365.3,19.54,0,1,4,9,302,1,1,0.5555946287970885
269.11,24.74,0,0,4,11,106,0,1,0.5950179495742225
386.24,24.99,0,0,2,2,508,0,1,0.5301229305002995
192.21,10.66,0,1,2,11,457,0,1,0.6101306423910284
321.75,23.21,0,1,3,5,393,1,1,0.5708079938710047
469.15,17.98,0,1,0,12,559,0,1,0.530335417626754
256.42,19.31,0,0,3,1,348,1,1,0.5703449514885551
272.27,20.67,1,1,1,11,537,0,1,0.5346360635041956
88.3,24.58,0,0,2,1,343,1,1,0.5746446559418676
246.28,18.82,1,1,2,9,372,1,1,0.539298303543716
330.25,22.62,0,1,0,13,325,0,1,0.56132833246085
293.83,13.15,0,1,1,8,100,1,1,0.6373183770042851
446.48,22.79,0,1,4,11,473,0,1,0.5520038852831634
287.65,0.09,0,1,0,3,598,1,1,0.5507663498722178
89.22,13.7,1,1,3,4,62,0,1,0.5123960309828104
116.43,2.48,0,1,0,1,392,0,1,0.518904057485093
106.93,18.23,0,0,2,8,557,0,1,0.5833712757086521
160.78,15.54,0,1,1,12,117,0,1,0.6325803974638086
60.01,22.75,1,0,3,2,60,0,1,0.5150797003200246
83.09,4.68,0,1,4,11,212,1,1,0.518476168979474
105.23,24.09,1,1,4,8,173,0,1,0.5799480550174431
354.44,17.13,0,1,4,6,105,1,1,0.5524930876055548
211.9,16.73,0,0,0,9,113,1,1,0.5489558531567307
179.94,12.52,0,1,2,3,276,0,1,0.6256055838258999
264.01,24.3,0,1,2,2,224,1,1,0.6217453047245369
196.03,23.87,1,1,0,7,354,0,1,0.5692233478272424
99.28,11.8,1,1,3,5,222,1,1,0.5123724768571565
34.4,21.57,0,1,2,7,576,0,1,0.6174139055805685
317.16,22.05,0,1,3,4,41,1,1,0.5135817836658426
267.95,5.23,0,1,4,3,390,1,1,0.5189997359804249
490.68,21.2,0,0,2,11,599,1,1,0.5213883255978665
65.53,10.83,0,0,3,13,95,1,1,0.5275701873283686
203.22,20.43,0,0,1,7,257,1,1,0.5651155239004174
273.65,1.25,0,1,0,13,275,1,1,0.5413163400082496
92.57,16.94,0,0,3,3,556,1,1,0.5713133643938957
167.36,14.96,0,1,2,14,372,0,1,0.6122147437269536
28.91,20.32,0,0,4,8,532,0,1,0.6119872606177559
445.17,17.04,0,1,2,7,281,0,1,0.5328985257993955
216.87,20.21,0,0,3,2,561,0,1,0.5508596809447801
319.13,22.49,0,2,4,5,136,1,1,0.5207980011983935
235.67,13.26,0,1,2,10,406,1,1,0.5861663093774577
55.01,12.93,0,0,3,10,74,1,1,0.5007019659553253
272.69,10.39,0,0,3,2,594,0,1,0.5188531377418515
379.44,15.36,0,1,3,14,90,1,1,0.569493557491343
76.55,9.38,0,1,0,10,171,0,1,0.5071566030334818
198.36,7.44,0,1,1,3,588,1,1,0.5406060032464135
181.08,11.58,0,1,0,2,69,0,1,0.5669591162179455
187.57,6.97,0,1,4,9,24,1,1,0.530034020336656
145.79,12.61,0,0,2,6,551,0,1,0.5307632693192038
239.41,20.72,0,0,1,12,61,1,1,0.5609140559929999
193.67,9.3,0,1,2,12,84,0,1,0.5047685141183992
305.15,21.56,0,1,4,14,149,0,1,0.5445027346442134
370.78,21.07,0,1,4,7,549,1,1,0.5518153537806277
80.0,11.42,0,1,4,12,53,0,1,0.5822625859333678
164.58,12.15,0,1,3,12,496,1,1,0.5785901092471417
115.48,17.22,1,0,3,5,44,1,1,0.5132381582433567
56.3,19.79,0,1,0,13,247,1,1,0.6206178566733279
28.04,18.57,0,1,0,11,123,1,1,0.6447456693397813
168.04,11.71,0,0,2,4,379,0,1,0.5192052652732062
158.22,18.31,0,1,2,5,115,0,1,0.6445377918709707
28.39,9.59,0,1,4,8,294,0,1,0.5254403515293111
190.13,21.3,0,1,3,3,401,1,1,0.6442624009665643
290.03,21.49,0,1,2,13,99,1,1,0.6079478566283949
428.59,24.88,1,1,2,14,198,1,1,0.5356988660044342
52.66,18.19,0,2,4,11,139,0,1,0.6166450771432721
123.94,10.78,0,1,3,3,332,1,1,0.6191725573016903
244.36,20.13,0,1,2,8,518,1,1,0.6065623806985316
159.41,17.08,0,1,4,4,377,0,1,0.6250504579052245
48.79,22.02,0,0,1,7,227,0,1,0.6053230403411761
52.35,10.12,0,1,2,5,170,1,1,0.5655087888049621
499.38,12.93,0,1,4,13,475,0,1,0.5712650156405572
59.87,15.41,0,0,2,13,544,0,1,0.5468163349868562
117.92,21.95,0,1,4,1,125,0,1,0.6478631614087821
276.17,15.71,0,1,3,4,179,1,1,0.6304836870640178
343.56,17.76,0,1,1,5,408,1,1,0.5359907414075558
219.34,17.01,0,2,0,11,141,1,1,0.6042123350107119
225.28,15.2,0,0,3,13,546,0,1,0.5232110302328723
281.08,8.45,0,1,2,12,237,1,1,0.5096035720506525
97.46,5.15,0,1,2,10,88,1,1,0.5110267062225223
236.02,24.57,0,1,2,11,27,1,1,0.6251557567021302
130.15,14.54,0,0,4,7,451,0,1,0.5148727822499363
139.27,18.14,1,1,1,7,17,1,1,0.5191414118169773
409.24,24.18,0,1,2,5,35,1,1,0.5390437318890282
220.75,21.61,0,2,0,3,308,1,1,0.580830070392028
30.86,19.45,1,1,2,3,108,0,1,0.5722026933437675
